first_name,last_name,city,state,shirt_or_hat,quiz_points,team,signup,id_number,company,state_name,state_abbrev,region,division
Peter,Hawkins,Littleton,CO,hat,90,red,2014-12-27,10385,"Walker, Lockman and Kuhic",Colorado,CO,West,Mountain
Christopher,Walker,Topeka,KS,hat,100,blue,2016-04-08,10386,"Botsford, Senger and Littel",Kansas,KS,Midwest,West North Central
Rose,Rivera,Raleigh,NC,shirt,70,green,2015-10-22,10387,"Crist, Lindgren and Bogan",North Carolina,NC,South,South Atlantic
Frances,Miller,New Orleans,LA,shirt,80,red,2015-05-19,10388,Kirlin LLC,Louisiana,LA,South,West South Central
Deborah,Snyder,Fort Wayne,IN,hat,100,blue,2016-09-26,10389,Veum LLC,Indiana,IN,Northeast,East North Central
John,Myers,Topeka,KS,hat,20,green,2014-04-10,10390,MacGyver Group,Kansas,KS,Midwest,West North Central
David,Thomas,Evansville,IN,hat,70,red,2016-01-24,10391,,Indiana,IN,Northeast,East North Central
Adam,Gonzales,Kansas City,MO,hat,80,blue,2015-03-11,10392,,Missouri,MO,Midwest,West North Central
Annie,Turner,Charlotte,NC,hat,10,green,2015-07-20,10393,Gerlach-Dicki,North Carolina,NC,South,South Atlantic
Bonnie,Willis,Saint Petersburg,FL,shirt,80,red,2016-07-11,10394,Howell Inc,Florida,FL,South,South Atlantic
Bonnie,Olson,Rochester,NY,hat,80,blue,2015-07-29,10395,,New York,NY,Northeast,Middle Atlantic
Phillip,Stone,Inglewood,CA,hat,50,green,2014-07-25,10396,"O'Conner, Zboncak and Hyatt",California,CA,West,Pacific
Frances,Austin,Las Vegas,NV,shirt,100,red,2014-09-20,10397,Altenwerth-Pfeffer,Nevada,NV,West,Mountain
Margaret,Myers,Salinas,CA,hat,80,blue,2015-10-18,10398,Toy-Hills,California,CA,West,Pacific
Irene,Watkins,Saginaw,MI,hat,80,green,2015-06-05,10399,"Stoltenberg, Sawayn and Schulist",Michigan,MI,Midwest,East North Central
Charles,Edwards,Des Moines,IA,shirt,40,red,2016-03-31,10400,"Nitzsche, Barrows and Stamm",Iowa,IA,Midwest,West North Central
Martha,Hudson,Tacoma,WA,shirt,90,blue,2016-07-30,10401,"Mraz, Bartell and Volkman",Washington,WA,West,Pacific
Carolyn,Kelly,Bronx,NY,shirt,90,green,2016-10-30,10402,O'Reilly-Toy,New York,NY,Northeast,Middle Atlantic
Adam,Garcia,Fort Worth,TX,hat,90,red,2015-09-20,10403,"Erdman, Reilly and Zieme",Texas,TX,South,West South Central
Wayne,Stevens,Bethesda,MD,hat,90,blue,2016-11-08,10404,Okuneva-Dickens,Maryland,MD,South,South Atlantic
Gloria,Diaz,Austin,TX,shirt,90,green,2014-12-01,10405,Mayer-Connelly,Texas,TX,South,West South Central
Anthony,Warren,Crawfordsville,IN,hat,80,red,2014-05-31,10406,"Hessel, Sawayn and Wolff",Indiana,IN,Northeast,East North Central
Ann,Harrison,Wilmington,DE,shirt,80,blue,2016-08-06,10407,Reilly-Friesen,Delaware,DE,South,South Atlantic
Ashley,Franklin,Ventura,CA,shirt,90,green,2014-11-01,10408,Bahringer LLC,California,CA,West,Pacific
Melissa,Hughes,Kansas City,MO,hat,20,red,2016-03-23,10409,"Kris, Labadie and Buckridge",Missouri,MO,Midwest,West North Central
Lawrence,Washington,Austin,TX,hat,100,blue,2016-09-03,10410,Waelchi and Sons,Texas,TX,South,West South Central
Carl,Matthews,Boise,ID,shirt,90,green,2015-08-19,10411,"Medhurst, Casper and Towne",Idaho,ID,West,Mountain
Donna,Johnston,New York City,NY,hat,40,red,2015-03-09,10412,Aufderhar Group,New York,NY,Northeast,Middle Atlantic
Donna,Hernandez,Sacramento,CA,shirt,80,blue,2016-03-21,10413,Schmitt-Swift,California,CA,West,Pacific
Brian,Bowman,Pompano Beach,FL,hat,80,green,2014-11-22,10414,Dickinson-Daugherty,Florida,FL,South,South Atlantic
Cheryl,Wallace,Evansville,IN,hat,40,red,2014-08-14,10415,DuBuque-Keebler,Indiana,IN,Northeast,East North Central
Dorothy,Cole,Stamford,CT,hat,30,blue,2014-07-19,10416,Bartell-Schaden,Connecticut,CT,Northeast,New England
Jacqueline,Dixon,Athens,GA,hat,100,green,2016-01-25,10417,Schroeder and Sons,Georgia,GA,South,South Atlantic
Edward,Mcdonald,Greenville,SC,hat,90,red,2014-08-26,10418,"Klocko, Altenwerth and Huels",South Carolina,SC,South,South Atlantic
Juan,Morgan,San Antonio,TX,hat,90,blue,2013-12-25,10419,Zieme-Smith,Texas,TX,South,West South Central
Carol,Robinson,Fresno,CA,shirt,80,green,2015-01-20,10420,"Bauch, Rohan and Davis",California,CA,West,Pacific
Victor,Hunt,Rochester,NY,hat,90,red,2013-12-20,10421,Streich-Marvin,New York,NY,Northeast,Middle Atlantic
Christine,Murray,Houston,TX,shirt,90,blue,2015-06-10,10422,Adams LLC,Texas,TX,South,West South Central
Denise,White,Newton,MA,hat,70,green,2015-06-15,10423,Walker-Bauch,Massachusetts,MA,Northeast,New England
Diane,Perry,Detroit,MI,shirt,90,red,2015-11-23,10424,Hodkiewicz Group,Michigan,MI,Midwest,East North Central
Angela,Ford,Salt Lake City,UT,shirt,20,blue,2014-10-03,10425,Frami-Mohr,Utah,UT,West,Mountain
Carl,Sanders,Pensacola,FL,shirt,90,green,2014-10-04,10426,Heller-Satterfield,Florida,FL,South,South Atlantic
Daniel,Alvarez,Spartanburg,SC,shirt,20,red,2014-05-02,10427,,South Carolina,SC,South,South Atlantic
Mark,Scott,Valdosta,GA,hat,100,blue,2016-03-18,10428,"Ernser, Eichmann and O'Reilly",Georgia,GA,South,South Atlantic
Ashley,Washington,Cincinnati,OH,hat,90,green,2016-01-04,10429,"Gerlach, Heaney and Murazik",Ohio,OH,Midwest,East North Central
Alice,Shaw,Miami,FL,hat,50,red,2014-03-30,10430,"Hane, Jacobi and Lind",Florida,FL,South,South Atlantic
Craig,Turner,Miami,FL,hat,80,blue,2015-01-11,10431,"Hammes, Hauck and Stokes",Florida,FL,South,South Atlantic
Brenda,Owens,Nashville,TN,hat,40,green,2014-11-30,10432,,Tennessee,TN,South,East South Central
Stephen,Wagner,Tampa,FL,shirt,20,red,2014-09-17,10433,,Florida,FL,South,South Atlantic
Brandon,Morris,Jackson,MS,hat,80,blue,2016-01-05,10434,,Mississippi,MS,South,East South Central
Jeremy,Nguyen,Arlington,TX,shirt,40,green,2013-11-30,10435,"Gottlieb, Willms and Kuhn",Texas,TX,South,West South Central
Roy,Arnold,Lakeland,FL,hat,90,red,2014-09-11,10436,Windler-Ryan,Florida,FL,South,South Atlantic
Lois,Cruz,Fullerton,CA,hat,90,blue,2016-03-20,10437,Reichert-Schultz,California,CA,West,Pacific
Roger,Harrison,Cumming,GA,hat,90,green,2015-12-14,10438,Goyette-Johnson,Georgia,GA,South,South Atlantic
Jennifer,Burke,Savannah,GA,hat,80,red,2014-06-11,10439,Will and Sons,Georgia,GA,South,South Atlantic
James,Elliott,Madison,WI,hat,80,blue,2016-11-11,10440,Roob Inc,Wisconsin,WI,Midwest,East North Central
Brenda,Brooks,Wichita,KS,shirt,90,green,2016-04-06,10441,Will LLC,Kansas,KS,Midwest,West North Central
Christine,Reyes,Orlando,FL,hat,80,red,2014-09-03,10442,Stokes-Williamson,Florida,FL,South,South Atlantic
Earl,Burns,Beaverton,OR,shirt,50,blue,2014-09-21,10443,"Wolff, Pfannerstill and Gaylord",Oregon,OR,West,Pacific
Andrew,Taylor,Silver Spring,MD,hat,80,green,2016-10-03,10444,Rosenbaum and Sons,Maryland,MD,South,South Atlantic
Stephanie,Stevens,Minneapolis,MN,shirt,80,red,2013-11-17,10445,Little Group,Minnesota,MN,Midwest,West North Central
Robin,Ryan,Tampa,FL,hat,30,blue,2014-11-28,10446,Collins Inc,Florida,FL,South,South Atlantic
Frank,Hughes,El Paso,TX,shirt,90,green,2015-08-18,10447,Reinger and Sons,Texas,TX,South,West South Central
William,Fernandez,El Paso,TX,shirt,10,red,2016-07-11,10448,Rolfson-Goldner,Texas,TX,South,West South Central
Jeffrey,Mason,El Paso,TX,hat,70,blue,2013-12-07,10449,Bernier-Kuphal,Texas,TX,South,West South Central
Wayne,Williams,Colorado Springs,CO,hat,70,green,2014-01-25,10450,,Colorado,CO,West,Mountain
Juan,Bradley,Roanoke,VA,hat,70,red,2015-11-30,10451,Bogan-Muller,Virginia,VA,South,South Atlantic
Kelly,White,Springfield,OH,shirt,90,blue,2014-04-20,10452,"Koelpin, Stokes and Kuhic",Ohio,OH,Midwest,East North Central
Richard,Stevens,Akron,OH,shirt,60,green,2016-07-11,10453,"Feeney, Conroy and Nikolaus",Ohio,OH,Midwest,East North Central
Carlos,Chapman,Los Angeles,CA,hat,30,red,2016-03-27,10454,"Bernier, Kling and Lindgren",California,CA,West,Pacific
Brian,Bradley,Kansas City,MO,hat,80,blue,2016-06-07,10455,,Missouri,MO,Midwest,West North Central
Laura,Mason,Milwaukee,WI,shirt,100,green,2015-10-28,10456,Gutkowski-Mraz,Wisconsin,WI,Midwest,East North Central
Alice,Roberts,Montgomery,AL,shirt,80,red,2015-08-25,10457,Langosh Group,Alabama,AL,South,East South Central
Anna,Jackson,Visalia,CA,hat,80,blue,2013-11-30,10458,Jakubowski Inc,California,CA,West,Pacific
Stephanie,Gomez,Orlando,FL,hat,90,green,2014-08-31,10459,Marquardt-Ziemann,Florida,FL,South,South Atlantic
Maria,Palmer,San Francisco,CA,hat,80,red,2016-04-04,10460,Williamson-Bradtke,California,CA,West,Pacific
Richard,Russell,Bloomington,IN,hat,70,blue,2015-12-03,10461,Murray Inc,Indiana,IN,Northeast,East North Central
Theresa,Torres,Austin,TX,hat,40,green,2015-11-26,10462,"Schamberger, Williamson and Casper",Texas,TX,South,West South Central
Carol,Campbell,Greenville,SC,hat,80,red,2016-01-02,10463,"Mosciski, Haag and Hyatt",South Carolina,SC,South,South Atlantic
Christina,Perry,Austin,TX,shirt,90,blue,2014-12-11,10464,Schmitt and Sons,Texas,TX,South,West South Central
Douglas,Peterson,Youngstown,OH,hat,80,green,2013-11-24,10465,Littel Group,Ohio,OH,Midwest,East North Central
Marilyn,Hall,Memphis,TN,hat,100,red,2014-01-14,10466,Moore-Cormier,Tennessee,TN,South,East South Central
Kenneth,Black,Myrtle Beach,SC,hat,20,blue,2015-08-03,10467,Williamson-Moen,South Carolina,SC,South,South Atlantic
Melissa,Richardson,Sioux Falls,SD,hat,60,green,2016-04-08,10468,"Deckow, Cole and Kassulke",South Dakota,SD,Midwest,West North Central
Kevin,Garcia,Arlington,VA,hat,30,red,2015-08-04,10469,"Kemmer, Dietrich and Predovic",Virginia,VA,South,South Atlantic
Dorothy,Boyd,Fairfax,VA,hat,50,blue,2014-08-01,10470,Stracke-Osinski,Virginia,VA,South,South Atlantic
Julie,Day,Gilbert,AZ,shirt,20,green,2014-02-12,10471,"Kris, Shields and Mills",Arizona,AZ,West,Mountain
Catherine,Anderson,Amarillo,TX,shirt,80,red,2014-07-10,10472,Wisozk and Sons,Texas,TX,South,West South Central
Andrea,Johnson,Memphis,TN,hat,90,blue,2013-11-15,10473,Lockman-Renner,Tennessee,TN,South,East South Central
Brenda,Brooks,Pittsburgh,PA,hat,100,green,2015-09-20,10474,Marks-Hintz,Pennsylvania,PA,Northeast,Middle Atlantic
Randy,Cox,Flint,MI,shirt,100,red,2016-02-08,10475,Feeney Inc,Michigan,MI,Midwest,East North Central
Ronald,Henry,Arlington,VA,shirt,10,blue,2015-08-28,10476,Halvorson Inc,Virginia,VA,South,South Atlantic
Judith,Cole,Minneapolis,MN,hat,80,green,2015-02-13,10477,Roberts-Goldner,Minnesota,MN,Midwest,West North Central
Randy,Larson,Jamaica,NY,hat,100,red,2014-12-17,10478,"Schimmel, Nikolaus and Lehner",New York,NY,Northeast,Middle Atlantic
Thomas,Jones,Columbia,SC,hat,90,blue,2014-03-20,10479,"D'Amore, Harvey and Wehner",South Carolina,SC,South,South Atlantic
Brandon,Jackson,Alhambra,CA,shirt,90,green,2015-04-15,10480,Wyman-Hintz,California,CA,West,Pacific
Andrew,Baker,Fort Wayne,IN,shirt,100,red,2015-04-24,10481,Marks Inc,Indiana,IN,Northeast,East North Central
Jimmy,Simmons,San Francisco,CA,hat,70,blue,2015-05-19,10482,Hayes-Wyman,California,CA,West,Pacific
Antonio,Romero,Phoenix,AZ,shirt,80,green,2014-03-25,10483,Ryan Inc,Arizona,AZ,West,Mountain
Fred,Lane,Suffolk,VA,shirt,100,red,2014-03-10,10484,,Virginia,VA,South,South Atlantic
Elizabeth,Murphy,Memphis,TN,hat,80,blue,2014-01-26,10485,"Morar, Botsford and Crona",Tennessee,TN,South,East South Central
Donald,Woods,San Jose,CA,hat,70,green,2016-04-26,10486,Adams Inc,California,CA,West,Pacific
Peter,Snyder,Sioux Falls,SD,shirt,80,red,2016-09-04,10487,Wolf-Rodriguez,South Dakota,SD,Midwest,West North Central
Jimmy,Foster,Colorado Springs,CO,shirt,100,blue,2015-01-18,10488,Aufderhar-Bosco,Colorado,CO,West,Mountain
Marilyn,Payne,Los Angeles,CA,hat,90,green,2014-10-15,10489,Torp-Kilback,California,CA,West,Pacific
Julie,Turner,Houston,TX,shirt,90,red,2015-12-22,10490,"Rogahn, Mosciski and Johnston",Texas,TX,South,West South Central
Frances,Hunter,Indianapolis,IN,hat,30,blue,2015-10-24,10491,"Marvin, Schamberger and Purdy",Indiana,IN,Northeast,East North Central
Willie,Olson,Las Vegas,NV,hat,50,green,2014-01-20,10492,"Rogahn, Shields and Fay",Nevada,NV,West,Mountain
Jesse,Gardner,San Antonio,TX,hat,90,red,2014-04-14,10493,Crist LLC,Texas,TX,South,West South Central
John,Gray,El Paso,TX,hat,30,blue,2016-10-27,10494,"Schmidt, Greenholt and Hodkiewicz",Texas,TX,South,West South Central
Rachel,Jackson,Beaumont,TX,shirt,80,green,2016-07-10,10495,Terry LLC,Texas,TX,South,West South Central
Nancy,Roberts,Houston,TX,shirt,70,red,2015-04-04,10496,Hackett Inc,Texas,TX,South,West South Central
Frances,Hunter,Madison,WI,shirt,50,blue,2014-12-14,10497,"Bergnaum, Goodwin and Schneider",Wisconsin,WI,Midwest,East North Central
Mary,Washington,Farmington,MI,shirt,40,green,2016-03-05,10498,"Eichmann, Kozey and Abbott",Michigan,MI,Midwest,East North Central
James,Payne,Amarillo,TX,hat,90,red,2015-09-01,10499,Kuhic Group,Texas,TX,South,West South Central
